source_workload,destination_workload,timestamp,total_request,new_request,success_count,error_count,success_rate,error_rate,average_latency,istio_request_bytes,throughput,request_rate,p50_latency,p90_latency,p95_latency,p99_latency,time_window
frontend,cartservice,2025-03-10 16:16:00,"[3704831.0, 3706102.0, 3707437.0, 3708401.0]","[1164.0, 1271.0, 1335.0, 964.0]","[1164.0, 1271.0, 1335.0, 964.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[77.47152867182807, 98.69203066499918, 121.786357046029, 21.94985150089508]","[167130.0, 178990.0, 192615.0, 161910.0]","[5571.0, 5966.333333333333, 6420.5, 5397.0]","[38.8, 42.36666666666667, 44.5, 32.13333333333333]",98.69203066499918,121.786357046029,121.786357046029,121.786357046029,30S
frontend,cartservice,2025-03-10 16:18:00,[3708665.0],[264.0],[264.0],[0.0],[1.0],[0.0],[9.05626997785546],[34620.0],[1154.0],[8.8],9.05626997785546,9.05626997785546,9.05626997785546,9.05626997785546,30S
frontend,checkoutservice,2025-03-10 16:08:00,[145982.0],[28.0],[28.0],[0.0],[1.0],[0.0],[124.57142857142856],[7160.0],[238.66666666666663],[0.9333333333333332],124.57142857142856,124.57142857142856,124.57142857142856,124.57142857142856,30S
frontend,checkoutservice,2025-03-10 16:10:00,"[146017.0, 146056.0, 146106.0, 146151.0]","[35.0, 39.0, 50.0, 46.0]","[35.0, 39.0, 50.0, 45.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 0.96875]","[0.0, 0.0, 0.0, 0.03125]","[210.02796052631575, 293.3730158730159, 252.58, 372.7333333333333]","[9090.0, 10345.0, 12060.0, 14165.0]","[303.0, 344.8333333333333, 402.0, 472.1666666666667]","[1.1666666666666667, 1.3, 1.6666666666666667, 1.5333333333333334]",272.97650793650797,372.7333333333333,372.7333333333333,372.7333333333333,30S
frontend,checkoutservice,2025-03-10 16:12:00,"[146208.0, 146256.0, 146265.0, 146284.0]","[59.0, 49.0, 9.0, 19.0]","[57.0, 48.0, 9.0, 19.0]","[2.0, 1.0, 0.0, 0.0]","[0.9642857142857144, 0.9782608695652174, 1.0, 1.0]","[0.0357142857142857, 0.0217391304347825, 0.0, 0.0]","[366.5210918114144, 519.3444055944055, 2043.25, 112.58974358974358]","[14325.0, 11875.0, 4875.0, 4050.0]","[477.5, 395.8333333333333, 162.5, 135.0]","[1.9666666666666663, 1.6333333333333333, 0.3, 0.6333333333333333]",366.5210918114144,519.3444055944055,2043.25,2043.25,30S
frontend,checkoutservice,2025-03-10 16:14:00,"[146305.0, 146337.0, 146373.0, 146409.0]","[21.0, 33.0, 36.0, 36.0]","[21.0, 32.0, 36.0, 36.0]","[0.0, 1.0, 0.0, 0.0]","[1.0, 0.9705882352941176, 1.0, 1.0]","[0.0, 0.0294117647058823, 0.0, 0.0]","[150.82142857142856, 198.15625, 334.7832817337461, 422.73125]","[5435.0, 9570.0, 9470.0, 9825.0]","[181.16666666666663, 319.0, 315.6666666666667, 327.5]","[0.7, 1.1, 1.2, 1.2]",334.7832817337461,422.73125,422.73125,422.73125,30S
frontend,checkoutservice,2025-03-10 16:16:00,"[146459.0, 146493.0, 146545.0, 146591.0]","[51.0, 34.0, 52.0, 46.0]","[50.0, 34.0, 52.0, 46.0]","[1.0, 0.0, 0.0, 0.0]","[0.9772727272727272, 1.0, 1.0, 1.0]","[0.0227272727272727, 0.0, 0.0, 0.0]","[400.192118226601, 479.4714285714285, 383.4672619047618, 509.05492424242425]","[12530.0, 9070.0, 13080.0, 13995.0]","[417.6666666666667, 302.3333333333333, 436.0, 466.5]","[1.7, 1.1333333333333333, 1.7333333333333334, 1.5333333333333334]",400.192118226601,509.05492424242425,509.05492424242425,509.05492424242425,30S
frontend,checkoutservice,2025-03-10 16:18:00,[146594.0],[3.0],[3.0],[0.0],[1.0],[0.0],[121.33333333333331],[1215.0],[40.5],[0.1],121.33333333333331,121.33333333333331,121.33333333333331,121.33333333333331,30S
frontend,currencyservice,2025-03-10 16:08:00,[12028043.0],[2627.0],[2627.0],[0.0],[1.0],[0.0],[8.68435637546191],[339570.0],[11319.0],[87.56666666666666],8.68435637546191,8.68435637546191,8.68435637546191,8.68435637546191,30S
frontend,currencyservice,2025-03-10 16:10:00,"[12031239.0, 12034842.0, 12038605.0, 12042664.0]","[3196.0, 3603.0, 3763.0, 4059.0]","[3196.0, 3603.0, 3763.0, 4059.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[44.31592259149031, 50.100364928728965, 81.44128386971283, 114.92327018090133]","[405255.0, 453635.0, 478300.0, 526630.0]","[13508.5, 15121.166666666666, 15943.333333333334, 17554.333333333332]","[106.53333333333332, 120.1, 125.43333333333334, 135.3]",81.44128386971283,114.92327018090133,114.92327018090133,114.92327018090133,30S
frontend,currencyservice,2025-03-10 16:12:00,"[12046891.0, 12051270.0, 12052090.0, 12053530.0]","[4227.0, 4388.0, 820.0, 1440.0]","[4227.0, 4379.0, 820.0, 1440.0]","[0.0, 9.0, 0.0, 0.0]","[1.0, 0.9979319852941176, 1.0, 1.0]","[0.0, 0.0020680147058823, 0.0, 0.0]","[129.80614776654312, 165.34444199779324, 342.44949693260816, 5.802316225914245]","[546090.0, 568535.0, 161680.0, 179000.0]","[18203.0, 18951.166666666668, 5389.333333333333, 5966.666666666667]","[140.9, 146.26666666666668, 27.33333333333333, 48.0]",129.80614776654312,165.34444199779324,342.44949693260816,342.44949693260816,30S
frontend,currencyservice,2025-03-10 16:14:00,"[12055621.0, 12058220.0, 12061448.0, 12064914.0]","[2091.0, 2599.0, 3228.0, 3466.0]","[2091.0, 2599.0, 3228.0, 3466.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[18.492997951245258, 8.946595592031613, 48.86199260315431, 53.46266265415561]","[250660.0, 334730.0, 397645.0, 457375.0]","[8355.333333333334, 11157.666666666666, 13254.833333333334, 15245.833333333334]","[69.7, 86.63333333333334, 107.6, 115.53333333333332]",48.86199260315431,53.46266265415561,53.46266265415561,53.46266265415561,30S
frontend,currencyservice,2025-03-10 16:16:00,"[12068814.0, 12072717.0, 12076971.0, 12081422.0]","[3900.0, 3903.0, 4254.0, 4451.0]","[3900.0, 3903.0, 4254.0, 4451.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[93.60664182561544, 117.4698245731107, 160.4096964603271, 207.24110330478211]","[484555.0, 519315.0, 540030.0, 573740.0]","[16151.833333333334, 17310.5, 18001.0, 19124.666666666668]","[130.0, 130.1, 141.8, 148.36666666666667]",160.4096964603271,207.24110330478211,207.24110330478211,207.24110330478211,30S
frontend,currencyservice,2025-03-10 16:18:00,[12082237.0],[815.0],[815.0],[0.0],[1.0],[0.0],[135.38264824461584],[169090.0],[5636.333333333333],[27.166666666666668],135.38264824461584,135.38264824461584,135.38264824461584,135.38264824461584,30S
frontend,productcatalogservice,2025-03-10 16:08:00,[19228967.0],[3619.0],[3619.0],[0.0],[1.0],[0.0],[4.28323931883699],[442499.5],[14749.983333333334],[120.63333333333334],4.28323931883699,4.28323931883699,4.28323931883699,4.28323931883699,30S
frontend,productcatalogservice,2025-03-10 16:10:00,"[19233532.0, 19238524.0, 19244294.0, 19250650.0]","[4565.0, 4992.0, 5770.0, 6356.0]","[4565.0, 4992.0, 5770.0, 6356.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.767303471234769, 8.48343773932288, 11.067592513825678, 15.434635370452298]","[560769.0, 609227.5, 714834.0, 779309.5]","[18692.3, 20307.58333333333, 23827.8, 25976.983333333334]","[152.16666666666666, 166.4, 192.33333333333331, 211.86666666666667]",11.067592513825678,15.434635370452298,15.434635370452298,15.434635370452298,30S
frontend,productcatalogservice,2025-03-10 16:12:00,"[19257476.0, 19264159.0, 19265448.0, 19267287.0]","[6826.0, 6683.0, 1306.0, 1839.0]","[6826.0, 6683.0, 1289.0, 1839.0]","[0.0, 0.0, 17.0, 0.0]","[1.0, 1.0, 0.9874631268436578, 1.0]","[0.0, 0.0, 0.0125368731563421, 0.0]","[18.037269425876808, 18.436468834014768, 14.754139581804903, 2.4808343814663045]","[835278.0, 823511.5, 179978.5, 222069.0]","[27842.6, 27450.38333333333, 5999.283333333334, 7402.3]","[227.53333333333333, 222.76666666666668, 43.53333333333333, 61.3]",18.037269425876808,18.436468834014768,18.436468834014768,18.436468834014768,30S
frontend,productcatalogservice,2025-03-10 16:14:00,"[19270096.0, 19273978.0, 19278532.0, 19283622.0]","[2809.0, 3882.0, 4554.0, 5090.0]","[2809.0, 3882.0, 4554.0, 5090.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.496638316687473, 4.73042075667812, 6.984724685186755, 9.453849884623974]","[347055.5, 472170.5, 564376.0, 626956.5]","[11568.516666666666, 15739.016666666666, 18812.533333333333, 20898.55]","[93.63333333333334, 129.4, 151.8, 169.66666666666666]",6.984724685186755,9.453849884623974,9.453849884623974,9.453849884623974,30S
frontend,productcatalogservice,2025-03-10 16:16:00,"[19289222.0, 19295337.0, 19301960.0, 19308520.0]","[5600.0, 6115.0, 6623.0, 6560.0]","[5600.0, 6115.0, 6623.0, 6560.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[12.62186219923396, 14.25475339670335, 17.623649930447307, 17.947395051824767]","[687975.5, 751280.5, 810105.5, 810036.0]","[22932.516666666663, 25042.68333333333, 27003.516666666663, 27001.2]","[186.66666666666663, 203.83333333333331, 220.76666666666668, 218.66666666666663]",17.623649930447307,17.947395051824767,17.947395051824767,17.947395051824767,30S
frontend,productcatalogservice,2025-03-10 16:18:00,[19309672.0],[1155.0],[1152.0],[3.0],[0.9976340694006308],[0.002365930599369],[12.098910320177048],[157903.5],[5263.45],[38.5],12.098910320177048,12.098910320177048,12.098910320177048,12.098910320177048,30S
frontend,recommendationservice,2025-03-10 16:08:00,[2950121.0],[599.0],[599.0],[0.0],[1.0],[0.0],[39.499175000558736],[102735.0],[3424.5],[19.966666666666665],39.499175000558736,39.499175000558736,39.499175000558736,39.499175000558736,30S
frontend,recommendationservice,2025-03-10 16:10:00,"[2950846.0, 2951664.0, 2952587.0, 2953584.0]","[725.0, 818.0, 923.0, 997.0]","[725.0, 818.0, 923.0, 997.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[32.72226145313982, 75.29123883694552, 95.01788257732038, 148.28500060379486]","[125725.0, 138040.0, 159970.0, 173215.0]","[4190.833333333333, 4601.333333333333, 5332.333333333333, 5773.833333333333]","[24.166666666666668, 27.266666666666666, 30.766666666666666, 33.233333333333334]",95.01788257732038,148.28500060379486,148.28500060379486,148.28500060379486,30S
frontend,recommendationservice,2025-03-10 16:12:00,"[2954673.0, 2955606.0, 2955782.0, 2956102.0]","[1089.0, 936.0, 176.0, 320.0]","[1089.0, 933.0, 176.0, 320.0]","[0.0, 3.0, 0.0, 0.0]","[1.0, 0.996495327102804, 1.0, 1.0]","[0.0, 0.0035046728971962, 0.0, 0.0]","[230.9689239191295, 329.82354122278934, 17.687026032819567, 21.07762148335952]","[182515.0, 174915.0, 29185.0, 54125.0]","[6083.833333333333, 5830.5, 972.8333333333334, 1804.1666666666667]","[36.3, 31.2, 5.866666666666666, 10.666666666666666]",230.9689239191295,329.82354122278934,329.82354122278934,329.82354122278934,30S
frontend,recommendationservice,2025-03-10 16:14:00,"[2956568.0, 2957198.0, 2957941.0, 2958755.0]","[466.0, 630.0, 743.0, 814.0]","[466.0, 630.0, 743.0, 814.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[21.697953007529044, 41.84285714285714, 41.26556026673049, 98.4556756756713]","[78905.0, 107445.0, 126885.0, 140430.0]","[2630.1666666666665, 3581.5, 4229.5, 4681.0]","[15.533333333333331, 21.0, 24.766666666666666, 27.133333333333333]",41.84285714285714,98.4556756756713,98.4556756756713,98.4556756756713,30S
frontend,recommendationservice,2025-03-10 16:16:00,"[2959610.0, 2960595.0, 2961612.0, 2962574.0]","[855.0, 985.0, 1017.0, 962.0]","[855.0, 985.0, 1017.0, 962.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[180.4892245347462, 231.7954125412569, 344.9921272540965, 360.0176629766323]","[153795.0, 165785.0, 182280.0, 166745.0]","[5126.5, 5526.166666666667, 6076.0, 5558.166666666667]","[28.5, 32.833333333333336, 33.9, 32.06666666666667]",344.9921272540965,360.0176629766323,360.0176629766323,360.0176629766323,30S
frontend,recommendationservice,2025-03-10 16:18:00,[2962725.0],[151.0],[151.0],[0.0],[1.0],[0.0],[18.47998281787553],[25165.0],[838.8333333333334],[5.033333333333333],18.47998281787553,18.47998281787553,18.47998281787553,18.47998281787553,30S
frontend,shippingservice,2025-03-10 16:08:00,[885860.0],[177.0],[177.0],[0.0],[1.0],[0.0],[3.242244245523326],[22392.5],[746.4166666666666],[5.9],3.242244245523326,3.242244245523326,3.242244245523326,3.242244245523326,30S
frontend,shippingservice,2025-03-10 16:10:00,"[886078.0, 886317.0, 886578.0, 886869.0]","[218.0, 239.0, 261.0, 291.0]","[218.0, 239.0, 261.0, 291.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.424593341761546, 3.741684337009068, 4.126136363635248, 4.39558865248318]","[28277.0, 29831.0, 34392.5, 37104.0]","[942.5666666666668, 994.3666666666668, 1146.4166666666667, 1236.8]","[7.266666666666667, 7.966666666666667, 8.7, 9.7]",4.126136363635248,4.39558865248318,4.39558865248318,4.39558865248318,30S
frontend,shippingservice,2025-03-10 16:12:00,"[887192.0, 887434.0, 887491.0, 887575.0]","[323.0, 242.0, 57.0, 84.0]","[323.0, 242.0, 57.0, 84.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.827950660449808, 5.240451699461238, 4.176086956526444, 3.5489583333320405]","[41397.0, 33596.0, 7236.0, 10119.5]","[1379.9, 1119.8666666666666, 241.2, 337.31666666666666]","[10.766666666666667, 8.066666666666666, 1.9, 2.8]",4.827950660449808,5.240451699461238,5.240451699461238,5.240451699461238,30S
frontend,shippingservice,2025-03-10 16:14:00,"[887724.0, 887903.0, 888131.0, 888361.0]","[149.0, 179.0, 228.0, 230.0]","[149.0, 179.0, 228.0, 230.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.359482116246875, 3.2927756892242943, 3.884858530568155, 4.469520757022292]","[18673.5, 23119.5, 28661.5, 30634.5]","[622.45, 770.65, 955.3833333333332, 1021.15]","[4.966666666666667, 5.966666666666667, 7.6, 7.666666666666667]",3.884858530568155,4.469520757022292,4.469520757022292,4.469520757022292,30S
frontend,shippingservice,2025-03-10 16:16:00,"[888621.0, 888919.0, 889217.0, 889451.0]","[260.0, 298.0, 298.0, 234.0]","[260.0, 298.0, 298.0, 234.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.789510489507848, 4.61769105984553, 4.605509009007742, 5.274807676403377]","[33056.5, 38497.0, 40864.5, 32032.5]","[1101.8833333333334, 1283.2333333333331, 1362.15, 1067.75]","[8.666666666666666, 9.933333333333334, 9.933333333333334, 7.8]",4.605509009007742,5.274807676403377,5.274807676403377,5.274807676403377,30S
frontend,shippingservice,2025-03-10 16:18:00,[889506.0],[55.0],[55.0],[0.0],[1.0],[0.0],[3.1440789473698505],[5825.0],[194.16666666666663],[1.8333333333333333],3.1440789473698505,3.1440789473698505,3.1440789473698505,3.1440789473698505,30S
loadgenerator,frontend,2025-03-10 16:08:00,[3394526.0],[893.0],[736.0],[157.0],[0.823925594939251],[0.176074405060749],[1101.5299455531422],[953515.0],[31783.83333333333],[29.766666666666666],1101.5299455531422,1101.5299455531422,1101.5299455531422,1101.5299455531422,30S
loadgenerator,frontend,2025-03-10 16:10:00,"[3395415.0, 3396394.0, 3397488.0, 3398634.0]","[1083.0, 1169.0, 1330.0, 1386.0]","[889.0, 979.0, 1094.0, 1146.0]","[194.0, 190.0, 236.0, 240.0]","[0.8207647588635061, 0.8372708256429187, 0.8226343136212595, 0.8268800299846953]","[0.1792352411364938, 0.1627291743570812, 0.1773656863787405, 0.1731199700153046]","[1318.4953519950282, 2100.1776805882573, 2811.59379675711, 4207.718365261987]","[1161680.0, 1243920.0, 1433945.0, 1492330.0]","[38722.66666666666, 41464.0, 47798.16666666666, 49744.333333333336]","[36.1, 38.96666666666667, 44.333333333333336, 46.2]",2811.59379675711,4207.718365261987,4207.718365261987,4207.718365261987,30S
loadgenerator,frontend,2025-03-10 16:12:00,"[3399885.0, 3400922.0, 3401166.0, 3401567.0]","[1521.0, 1259.0, 291.0, 482.0]","[1251.0, 1037.0, 244.0, 401.0]","[270.0, 222.0, 47.0, 81.0]","[0.822484516510535, 0.8215932684382401, 0.8427587965323815, 0.8319237787759686]","[0.1775154834894649, 0.1784067315617598, 0.1572412034676185, 0.1680762212240314]","[4861.500076005868, 8139.964748230822, 224.7105944300797, 379.3414790935752]","[1640635.0, 1364540.0, 306000.0, 515500.0]","[54687.833333333336, 45484.66666666666, 10200.0, 17183.333333333332]","[50.7, 41.96666666666667, 9.7, 16.066666666666666]",4861.500076005868,8139.964748230822,8139.964748230822,8139.964748230822,30S
loadgenerator,frontend,2025-03-10 16:14:00,"[3402152.0, 3402905.0, 3403777.0, 3404774.0]","[717.0, 898.0, 1057.0, 1196.0]","[585.0, 753.0, 872.0, 997.0]","[132.0, 145.0, 185.0, 199.0]","[0.8163717865458635, 0.8383692545844248, 0.8249769070481836, 0.8337253584229392]","[0.1836282134541364, 0.1616307454155751, 0.1750230929518162, 0.1662746415770608]","[732.7714935065002, 1082.4077037943148, 1554.0970184803043, 2406.821674691866]","[765905.0, 966545.0, 1130060.0, 1285695.0]","[25530.166666666668, 32218.166666666668, 37668.66666666666, 42856.5]","[23.9, 29.933333333333334, 35.233333333333334, 39.86666666666667]",1554.0970184803043,2406.821674691866,2406.821674691866,2406.821674691866,30S
loadgenerator,frontend,2025-03-10 16:16:00,"[3405818.0, 3406933.0, 3408154.0, 3409183.0]","[1258.0, 1345.0, 1491.0, 1268.0]","[1044.0, 1115.0, 1221.0, 1029.0]","[214.0, 230.0, 270.0, 239.0]","[0.8298887122416534, 0.8291901759044142, 0.8187078578838174, 0.8114869356240733]","[0.1701112877583465, 0.1708098240955857, 0.1812921421161825, 0.1885130643759267]","[3278.3567393774856, 3781.980775718467, 5361.54057615786, 10047.030163590654]","[1346255.0, 1444510.0, 1615095.0, 1372275.0]","[44875.16666666666, 48150.333333333336, 53836.5, 45742.5]","[41.93333333333333, 44.833333333333336, 49.7, 42.266666666666666]",5361.54057615786,10047.030163590654,10047.030163590654,10047.030163590654,30S
loadgenerator,frontend,2025-03-10 16:18:00,[3409399.0],[257.0],[216.0],[41.0],[0.8470692368214005],[0.1529307631785995],[214.0796189868832],[260050.0],[8668.333333333334],[8.566666666666666],214.0796189868832,214.0796189868832,214.0796189868832,214.0796189868832,30S
recommendationservice,productcatalogservice,2025-03-10 16:08:00,[2950012.0],[569.0],[569.0],[0.0],[1.0],[0.0],[3.4918361029278806],[67998.5],[2266.616666666667],[18.966666666666665],3.4918361029278806,3.4918361029278806,3.4918361029278806,3.4918361029278806,30S
recommendationservice,productcatalogservice,2025-03-10 16:10:00,"[2950729.0, 2951520.0, 2952430.0, 2953432.0]","[717.0, 791.0, 910.0, 1002.0]","[717.0, 791.0, 910.0, 1002.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.858121220149195, 5.144956199245522, 6.334303041720405, 8.667725365330352]","[86677.0, 93935.5, 110549.5, 121368.0]","[2889.233333333333, 3131.1833333333334, 3684.983333333333, 4045.6]","[23.9, 26.366666666666667, 30.33333333333333, 33.4]",6.334303041720405,8.667725365330352,8.667725365330352,8.667725365330352,30S
recommendationservice,productcatalogservice,2025-03-10 16:12:00,"[2954499.0, 2955547.0, 2955753.0, 2956045.0]","[1067.0, 1048.0, 206.0, 292.0]","[1067.0, 1048.0, 206.0, 292.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[8.77439369327038, 8.517472892103484, 5.665773584905766, 2.4204449803753527]","[128313.0, 124882.5, 28010.5, 35074.5]","[4277.1, 4162.75, 933.6833333333332, 1169.15]","[35.56666666666667, 34.93333333333333, 6.866666666666666, 9.733333333333333]",8.517472892103484,8.77439369327038,8.77439369327038,8.77439369327038,30S
recommendationservice,productcatalogservice,2025-03-10 16:14:00,"[2956490.0, 2957101.0, 2957812.0, 2958613.0]","[445.0, 611.0, 711.0, 801.0]","[445.0, 611.0, 711.0, 801.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.998048780488259, 4.1349957090776215, 4.181777809440479, 5.267743716774403]","[53572.0, 73189.0, 86389.0, 96782.5]","[1785.7333333333331, 2439.633333333333, 2879.633333333333, 3226.083333333333]","[14.833333333333334, 20.366666666666667, 23.7, 26.7]",4.181777809440479,5.267743716774403,5.267743716774403,5.267743716774403,30S
recommendationservice,productcatalogservice,2025-03-10 16:16:00,"[2959495.0, 2960461.0, 2961496.0, 2962515.0]","[882.0, 966.0, 1035.0, 1019.0]","[882.0, 966.0, 1035.0, 1019.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.853401360543373, 8.013230019553884, 7.6479169162556495, 8.485456273766207]","[105940.5, 115145.0, 125572.5, 121940.0]","[3531.35, 3838.1666666666665, 4185.75, 4064.6666666666665]","[29.4, 32.2, 34.5, 33.96666666666667]",8.013230019553884,8.485456273766207,8.485456273766207,8.485456273766207,30S
recommendationservice,productcatalogservice,2025-03-10 16:18:00,[2962704.0],[189.0],[189.0],[0.0],[1.0],[0.0],[4.413528607239115],[26044.5],[868.15],[6.3],4.413528607239115,4.413528607239115,4.413528607239115,4.413528607239115,30S
checkoutservice,cartservice,2025-03-10 16:08:00,"[293061.0, 293245.0]","[133.0, 184.0]","[133.0, 184.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[17.616380876680477, 40.11663595191141]","[18990.0, 25930.0]","[316.5, 432.1666666666667]","[2.216666666666667, 3.066666666666667]",40.11663595191141,40.11663595191141,40.11663595191141,40.11663595191141,1min
checkoutservice,cartservice,2025-03-10 16:12:00,"[293447.0, 293543.0, 293634.0, 293773.0]","[202.0, 96.0, 91.0, 139.0]","[202.0, 96.0, 91.0, 139.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[80.90745526467192, 60.0284881784678, 16.875591250850423, 17.982483034980007]","[28805.0, 15050.0, 11995.0, 19500.0]","[480.0833333333333, 250.83333333333331, 199.91666666666663, 325.0]","[3.3666666666666667, 1.6, 1.5166666666666666, 2.316666666666667]",60.0284881784678,80.90745526467192,80.90745526467192,80.90745526467192,1min
checkoutservice,cartservice,2025-03-10 16:16:00,"[293937.0, 294116.0, 294201.0]","[164.0, 179.0, 85.0]","[164.0, 179.0, 85.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[184.49078274667343, 189.2924863971421, 21.91396539549284]","[23875.0, 26170.0, 13300.0]","[397.9166666666667, 436.1666666666667, 221.66666666666663]","[2.7333333333333334, 2.9833333333333334, 1.4166666666666667]",184.49078274667343,189.2924863971421,189.2924863971421,189.2924863971421,1min
checkoutservice,currencyservice,2025-03-10 16:08:00,"[509137.0, 509395.0]","[163.0, 258.0]","[163.0, 258.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[41.96306349411668, 84.14525549451251]","[21005.0, 32945.0]","[350.0833333333333, 549.0833333333334]","[2.716666666666667, 4.3]",84.14525549451251,84.14525549451251,84.14525549451251,84.14525549451251,1min
checkoutservice,currencyservice,2025-03-10 16:12:00,"[509693.0, 509858.0, 509945.0, 510128.0]","[298.0, 165.0, 87.0, 183.0]","[298.0, 165.0, 87.0, 183.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[112.51474067122976, 931.9979585631183, 14.11888957817104, 79.2788648851196]","[38800.0, 24905.0, 10455.0, 24675.0]","[646.6666666666666, 415.0833333333333, 174.25, 411.25]","[4.966666666666667, 2.75, 1.45, 3.05]",112.51474067122976,931.9979585631183,931.9979585631183,931.9979585631183,1min
checkoutservice,currencyservice,2025-03-10 16:16:00,"[510359.0, 510596.0, 510753.0]","[231.0, 237.0, 157.0]","[231.0, 237.0, 157.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[57.51543421671791, 70.6160697345691, 116.16673294439818]","[30990.0, 30760.0, 23660.0]","[516.5, 512.6666666666666, 394.3333333333333]","[3.85, 3.95, 2.6166666666666667]",70.6160697345691,116.16673294439818,116.16673294439818,116.16673294439818,1min
checkoutservice,emailservice,2025-03-10 16:08:00,"[146025.0, 146119.0]","[64.0, 94.0]","[64.0, 94.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[10.168888888888937, 12.398261363635118]","[20430.0, 30500.0]","[340.5, 508.3333333333333]","[1.0666666666666669, 1.5666666666666669]",12.398261363635118,12.398261363635118,12.398261363635118,12.398261363635118,1min
checkoutservice,emailservice,2025-03-10 16:12:00,"[146218.0, 146268.0, 146311.0, 146376.0]","[99.0, 50.0, 43.0, 65.0]","[99.0, 50.0, 43.0, 65.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[11.81456574377421, 13.915297619049117, 10.175803571428071, 11.60509615384782]","[34585.0, 19140.0, 12860.0, 23025.0]","[576.4166666666666, 319.0, 214.33333333333331, 383.75]","[1.65, 0.8333333333333334, 0.7166666666666667, 1.0833333333333333]",11.81456574377421,13.915297619049117,13.915297619049117,13.915297619049117,1min
checkoutservice,emailservice,2025-03-10 16:16:00,"[146460.0, 146554.0, 146597.0]","[84.0, 94.0, 43.0]","[84.0, 94.0, 43.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[13.093398268400838, 11.340422077921248, 14.081309523808748]","[27805.0, 29285.0, 17115.0]","[463.4166666666667, 488.0833333333333, 285.25]","[1.4, 1.5666666666666669, 0.7166666666666667]",13.093398268400838,14.081309523808748,14.081309523808748,14.081309523808748,1min
