source_workload,destination_workload,timestamp,total_request,new_request,success_count,error_count,success_rate,error_rate,average_latency,istio_request_bytes,throughput,request_rate,p50_latency,p90_latency,p95_latency,p99_latency,time_window
checkoutservice,cartservice,2025-03-10 16:09:00,"[292956.0, 292990.0, 293024.0]","[28.0, 34.0, 34.0]","[28.0, 34.0, 34.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[4.371428571425246, 3.985294117647059, 4.669117647058823]","[4190.0, 4430.0, 5065.0]","[279.3333333333333, 295.3333333333333, 337.6666666666667]","[1.8666666666666667, 2.2666666666666666, 2.2666666666666666]",4.371428571425246,4.669117647058823,4.669117647058823,4.669117647058823,15S
checkoutservice,cartservice,2025-03-10 16:10:00,"[293061.0, 293096.0, 293150.0, 293186.0]","[37.0, 35.0, 54.0, 36.0]","[37.0, 35.0, 54.0, 36.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.59054054054935, 25.67714285712157, 4.021296296307507, 4.859722222207994]","[5305.0, 5065.0, 6055.0, 5565.0]","[353.6666666666667, 337.6666666666667, 403.6666666666667, 371.0]","[2.466666666666667, 2.333333333333333, 3.6, 2.4]",4.59054054054935,25.67714285712157,25.67714285712157,25.67714285712157,15S
checkoutservice,cartservice,2025-03-10 16:11:00,"[293245.0, 293296.0, 293333.0, 293403.0]","[59.0, 51.0, 37.0, 70.0]","[59.0, 51.0, 37.0, 70.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.558474576274343, 13.903921568633844, 5.514864864859831, 3.7307142857162816]","[9245.0, 7430.0, 5815.0, 8120.0]","[616.3333333333334, 495.3333333333333, 387.6666666666667, 541.3333333333334]","[3.933333333333333, 3.4, 2.466666666666667, 4.666666666666667]",5.558474576274343,13.903921568633844,13.903921568633844,13.903921568633844,15S
checkoutservice,cartservice,2025-03-10 16:12:00,"[293447.0, 293491.0, 293517.0, 293529.0]","[44.0, 44.0, 26.0, 12.0]","[44.0, 44.0, 26.0, 12.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[57.75795454546196, 46.23636363635094, 5.673076923085878, 3.283333333286768]","[7440.0, 7870.0, 3750.0, 1680.0]","[496.0, 524.6666666666666, 250.0, 112.0]","[2.933333333333333, 2.933333333333333, 1.7333333333333334, 0.8]",46.23636363635094,57.75795454546196,57.75795454546196,57.75795454546196,15S
checkoutservice,cartservice,2025-03-10 16:13:00,"[293543.0, 293558.0, 293577.0, 293599.0]","[14.0, 15.0, 19.0, 22.0]","[14.0, 15.0, 19.0, 22.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.8357142857442215, 3.439999999990687, 6.010526315799277, 3.263636363627897]","[1750.0, 1500.0, 3690.0, 2000.0]","[116.66666666666669, 100.0, 246.0, 133.33333333333334]","[0.9333333333333332, 1.0, 1.2666666666666666, 1.4666666666666666]",3.439999999990687,6.010526315799277,6.010526315799277,6.010526315799277,15S
checkoutservice,cartservice,2025-03-10 16:14:00,"[293634.0, 293664.0, 293692.0, 293736.0]","[35.0, 30.0, 28.0, 44.0]","[35.0, 30.0, 28.0, 44.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.1614285714325625, 4.768333333334885, 5.846428571426908, 3.542045454547571]","[4805.0, 4680.0, 4940.0, 5315.0]","[320.3333333333333, 312.0, 329.3333333333333, 354.3333333333333]","[2.333333333333333, 2.0, 1.8666666666666667, 2.933333333333333]",4.1614285714325625,5.846428571426908,5.846428571426908,5.846428571426908,15S
checkoutservice,cartservice,2025-03-10 16:15:00,"[293773.0, 293806.0, 293858.0, 293909.0]","[37.0, 33.0, 52.0, 51.0]","[37.0, 33.0, 52.0, 51.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.8256756756706416, 95.52727272726284, 5.053846153851527, 5.338235294122212]","[4565.0, 4690.0, 7680.0, 8380.0]","[304.3333333333333, 312.6666666666667, 512.0, 558.6666666666666]","[2.466666666666667, 2.2, 3.466666666666667, 3.4]",5.053846153851527,95.52727272726284,95.52727272726284,95.52727272726284,15S
checkoutservice,cartservice,2025-03-10 16:16:00,"[293937.0, 293975.0, 294025.0, 294070.0]","[28.0, 38.0, 50.0, 45.0]","[28.0, 38.0, 50.0, 45.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[78.57142857143688, 60.08815789472092, 3.423000000002794, 81.29111111110801]","[3125.0, 6610.0, 4940.0, 6805.0]","[208.33333333333331, 440.6666666666667, 329.3333333333333, 453.6666666666667]","[1.8666666666666667, 2.533333333333333, 3.333333333333333, 3.0]",60.08815789472092,81.29111111110801,81.29111111110801,81.29111111110801,15S
checkoutservice,cartservice,2025-03-10 16:17:00,"[294116.0, 294175.0, 294191.0, 294195.0]","[46.0, 59.0, 16.0, 4.0]","[46.0, 59.0, 16.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[44.49021739131042, 4.77542372881356, 7.446875000008731, 6.8250000000116415]","[7815.0, 8495.0, 3555.0, 750.0]","[521.0, 566.3333333333334, 237.0, 50.0]","[3.066666666666667, 3.933333333333333, 1.0666666666666669, 0.2666666666666666]",6.8250000000116415,44.49021739131042,44.49021739131042,44.49021739131042,15S
checkoutservice,cartservice,2025-03-10 16:18:00,[294201.0],[6.0],[6.0],[0.0],[1.0],[0.0],[2.866666666658906],[500.0],[33.333333333333336],[0.4],2.866666666658906,2.866666666658906,2.866666666658906,2.866666666658906,15S
checkoutservice,currencyservice,2025-03-10 16:09:00,"[509007.0, 509044.0, 509099.0]","[33.0, 37.0, 55.0]","[33.0, 37.0, 55.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[2.009090909099376, 2.644594594584526, 2.317272727276114]","[2990.0, 4935.0, 6995.0]","[199.33333333333331, 329.0, 466.3333333333333]","[2.2, 2.466666666666667, 3.6666666666666665]",2.317272727276114,2.644594594584526,2.644594594584526,2.644594594584526,15S
checkoutservice,currencyservice,2025-03-10 16:10:00,"[509137.0, 509202.0, 509250.0, 509320.0]","[38.0, 65.0, 48.0, 70.0]","[38.0, 65.0, 48.0, 70.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[34.99210526315667, 19.223076923076924, 22.44375000000582, 15.606428571427909]","[6085.0, 7120.0, 6995.0, 9650.0]","[405.6666666666667, 474.6666666666667, 466.3333333333333, 643.3333333333334]","[2.533333333333333, 4.333333333333333, 3.2, 4.666666666666667]",19.223076923076924,34.99210526315667,34.99210526315667,34.99210526315667,15S
checkoutservice,currencyservice,2025-03-10 16:11:00,"[509395.0, 509480.0, 509521.0, 509584.0]","[75.0, 85.0, 41.0, 63.0]","[75.0, 85.0, 41.0, 63.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[26.87200000000186, 35.2811764705844, 27.479268292674977, 23.025396825402]","[9180.0, 10215.0, 8375.0, 7580.0]","[612.0, 681.0, 558.3333333333334, 505.3333333333333]","[5.0, 5.666666666666667, 2.7333333333333334, 4.2]",26.87200000000186,35.2811764705844,35.2811764705844,35.2811764705844,15S
checkoutservice,currencyservice,2025-03-10 16:12:00,"[509693.0, 509770.0, 509839.0, 509845.0]","[109.0, 77.0, 69.0, 6.0]","[109.0, 77.0, 69.0, 6.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[26.72889908256838, 43.72337662337299, 24.62971014492686, 861.2833333332479]","[12630.0, 9985.0, 8835.0, 4475.0]","[842.0, 665.6666666666666, 589.0, 298.3333333333333]","[7.266666666666667, 5.133333333333334, 4.6, 0.4]",26.72889908256838,43.72337662337299,43.72337662337299,861.2833333332479,15S
checkoutservice,currencyservice,2025-03-10 16:13:00,"[509858.0, 509871.0, 509898.0, 509914.0]","[13.0, 13.0, 27.0, 16.0]","[13.0, 13.0, 27.0, 16.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.3615384615707, 2.434615384608221, 2.300000000003449, 2.987500000032014]","[1610.0, 1495.0, 3210.0, 1840.0]","[107.33333333333331, 99.66666666666669, 214.0, 122.66666666666669]","[0.8666666666666667, 0.8666666666666667, 1.8, 1.0666666666666669]",2.3615384615707,2.987500000032014,2.987500000032014,2.987500000032014,15S
checkoutservice,currencyservice,2025-03-10 16:14:00,"[509945.0, 509989.0, 510028.0, 510084.0]","[31.0, 44.0, 39.0, 56.0]","[31.0, 44.0, 39.0, 56.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.396774193527357, 2.573863636368928, 2.946153846151458, 45.313392857147846]","[3910.0, 5855.0, 5050.0, 6650.0]","[260.6666666666667, 390.3333333333333, 336.6666666666667, 443.3333333333333]","[2.066666666666667, 2.933333333333333, 2.6, 3.733333333333333]",6.396774193527357,45.313392857147846,45.313392857147846,45.313392857147846,15S
checkoutservice,currencyservice,2025-03-10 16:15:00,"[510128.0, 510172.0, 510219.0, 510298.0]","[44.0, 44.0, 47.0, 79.0]","[44.0, 44.0, 47.0, 79.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[28.44545454545137, 5.00568181818711, 26.04787234042058, 3.306962025316456]","[7120.0, 6765.0, 6440.0, 9065.0]","[474.6666666666667, 451.0, 429.3333333333333, 604.3333333333334]","[2.933333333333333, 2.933333333333333, 3.1333333333333333, 5.266666666666667]",5.00568181818711,28.44545454545137,28.44545454545137,28.44545454545137,15S
checkoutservice,currencyservice,2025-03-10 16:16:00,"[510359.0, 510400.0, 510451.0, 510512.0]","[61.0, 41.0, 51.0, 61.0]","[61.0, 41.0, 51.0, 61.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[23.15491803279376, 10.229268292674975, 27.436274509808488, 13.054098360656502]","[8720.0, 5625.0, 5625.0, 9640.0]","[581.3333333333334, 375.0, 375.0, 642.6666666666666]","[4.066666666666666, 2.7333333333333334, 3.4, 4.066666666666666]",23.15491803279376,27.436274509808488,27.436274509808488,27.436274509808488,15S
checkoutservice,currencyservice,2025-03-10 16:17:00,"[510596.0, 510665.0, 510747.0, 510751.0]","[84.0, 69.0, 82.0, 4.0]","[84.0, 69.0, 82.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[19.896428571429126, 42.4536231884031, 30.20060975609984, 40.96249999996508]","[9870.0, 8375.0, 12305.0, 2750.0]","[658.0, 558.3333333333334, 820.3333333333334, 183.33333333333331]","[5.6, 4.6, 5.466666666666667, 0.2666666666666666]",30.20060975609984,42.4536231884031,42.4536231884031,42.4536231884031,15S
checkoutservice,currencyservice,2025-03-10 16:18:00,[510753.0],[2.0],[2.0],[0.0],[1.0],[0.0],[2.549999999930151],[230.0],[15.333333333333334],[0.1333333333333333],2.549999999930151,2.549999999930151,2.549999999930151,2.549999999930151,15S
checkoutservice,emailservice,2025-03-10 16:09:00,"[145976.0, 145991.0, 146009.0]","[15.0, 15.0, 18.0]","[15.0, 15.0, 18.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[1.969999999999224, 2.176666666668219, 3.2222222222222223]","[4125.0, 4145.0, 7020.0]","[275.0, 276.3333333333333, 468.0]","[1.0, 1.0, 1.2]",2.176666666668219,3.2222222222222223,3.2222222222222223,3.2222222222222223,15S
checkoutservice,emailservice,2025-03-10 16:10:00,"[146025.0, 146045.0, 146070.0, 146086.0]","[16.0, 20.0, 25.0, 16.0]","[16.0, 20.0, 25.0, 16.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.7999999999992724, 3.154999999998836, 1.914000000001397, 5.165624999997817]","[5140.0, 7765.0, 5345.0, 8330.0]","[342.6666666666667, 517.6666666666666, 356.3333333333333, 555.3333333333334]","[1.0666666666666669, 1.3333333333333333, 1.6666666666666667, 1.0666666666666669]",2.7999999999992724,5.165624999997817,5.165624999997817,5.165624999997817,15S
checkoutservice,emailservice,2025-03-10 16:11:00,"[146119.0, 146145.0, 146162.0, 146189.0]","[33.0, 26.0, 17.0, 27.0]","[33.0, 26.0, 17.0, 27.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.163636363637069, 3.015384615385511, 2.45882352941108, 3.2851851851813048]","[9060.0, 9845.0, 5720.0, 7985.0]","[604.0, 656.3333333333334, 381.3333333333333, 532.3333333333334]","[2.2, 1.7333333333333334, 1.1333333333333333, 1.8]",3.015384615385511,3.2851851851813048,3.2851851851813048,3.2851851851813048,15S
checkoutservice,emailservice,2025-03-10 16:12:00,"[146218.0, 146242.0, 146256.0, 146261.0]","[29.0, 24.0, 14.0, 5.0]","[29.0, 24.0, 14.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0551724137963148, 4.364583333333333, 4.925000000000831, 2.4400000000023283]","[11035.0, 9235.0, 6285.0, 1150.0]","[735.6666666666666, 615.6666666666666, 419.0, 76.66666666666667]","[1.9333333333333331, 1.6, 0.9333333333333332, 0.3333333333333333]",4.364583333333333,4.925000000000831,4.925000000000831,4.925000000000831,15S
checkoutservice,emailservice,2025-03-10 16:13:00,"[146268.0, 146275.0, 146285.0, 146295.0]","[7.0, 7.0, 10.0, 10.0]","[7.0, 7.0, 10.0, 10.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.185714285712623, 2.4714285714269084, 3.464999999990687, 1.6300000000104773]","[2470.0, 1800.0, 3935.0, 1830.0]","[164.66666666666666, 120.0, 262.3333333333333, 122.0]","[0.4666666666666667, 0.4666666666666667, 0.6666666666666666, 0.6666666666666666]",2.3285714285697656,3.464999999990687,3.464999999990687,3.464999999990687,15S
checkoutservice,emailservice,2025-03-10 16:14:00,"[146311.0, 146327.0, 146343.0, 146363.0]","[16.0, 16.0, 16.0, 20.0]","[16.0, 16.0, 16.0, 20.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.609375, 2.6124999999992724, 2.993750000001455, 2.394999999998254]","[5295.0, 4900.0, 6275.0, 5810.0]","[353.0, 326.6666666666667, 418.3333333333333, 387.3333333333333]","[1.0666666666666669, 1.0666666666666669, 1.0666666666666669, 1.3333333333333333]",2.609375,2.993750000001455,2.993750000001455,2.993750000001455,15S
checkoutservice,emailservice,2025-03-10 16:15:00,"[146376.0, 146394.0, 146422.0, 146449.0]","[13.0, 18.0, 28.0, 27.0]","[13.0, 18.0, 28.0, 27.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.60384615384884, 2.5416666666666665, 2.2214285714269084, 2.4166666666666665]","[6040.0, 4645.0, 8165.0, 7815.0]","[402.6666666666667, 309.6666666666667, 544.3333333333334, 521.0]","[0.8666666666666667, 1.2, 1.8666666666666667, 1.8]",2.4166666666666665,3.60384615384884,3.60384615384884,3.60384615384884,15S
checkoutservice,emailservice,2025-03-10 16:16:00,"[146460.0, 146482.0, 146504.0, 146526.0]","[11.0, 22.0, 22.0, 22.0]","[11.0, 22.0, 22.0, 22.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.913636363640597, 2.220454545453487, 2.127272727272198, 4.015909090910679]","[7180.0, 5335.0, 5855.0, 8705.0]","[478.6666666666667, 355.6666666666667, 390.3333333333333, 580.3333333333334]","[0.7333333333333333, 1.4666666666666666, 1.4666666666666666, 1.4666666666666666]",2.220454545453487,5.913636363640597,5.913636363640597,5.913636363640597,15S
checkoutservice,emailservice,2025-03-10 16:17:00,"[146554.0, 146582.0, 146592.0, 146594.0]","[28.0, 28.0, 10.0, 2.0]","[28.0, 28.0, 10.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.976785714284883, 3.294642857142857, 5.195000000001164, 4.574999999982538]","[9390.0, 8840.0, 6435.0, 855.0]","[626.0, 589.3333333333334, 429.0, 57.0]","[1.8666666666666667, 1.8666666666666667, 0.6666666666666666, 0.1333333333333333]",3.294642857142857,5.195000000001164,5.195000000001164,5.195000000001164,15S
checkoutservice,emailservice,2025-03-10 16:18:00,[146597.0],[3.0],[3.0],[0.0],[1.0],[0.0],[1.0166666666821886],[985.0],[65.66666666666667],[0.2],1.0166666666821886,1.0166666666821886,1.0166666666821886,1.0166666666821886,15S
checkoutservice,paymentservice,2025-03-10 16:09:00,"[145964.0, 145980.0, 145998.0]","[11.0, 16.0, 18.0]","[11.0, 16.0, 18.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[4.140909090902741, 2.9187500000043656, 3.4972222222196354]","[2175.0, 1890.0, 3255.0]","[145.0, 126.0, 217.0]","[0.7333333333333333, 1.0666666666666669, 1.2]",3.4972222222196354,4.140909090902741,4.140909090902741,4.140909090902741,15S
checkoutservice,paymentservice,2025-03-10 16:10:00,"[146013.0, 146034.0, 146052.0, 146079.0]","[15.0, 21.0, 18.0, 27.0]","[15.0, 21.0, 18.0, 27.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.189999999998448, 2.754761904760796, 3.719444444448325, 4.0148148148156775]","[2295.0, 2985.0, 2565.0, 4470.0]","[153.0, 199.0, 171.0, 298.0]","[1.0, 1.4, 1.2, 1.8]",4.0148148148156775,4.189999999998448,4.189999999998448,4.189999999998448,15S
checkoutservice,paymentservice,2025-03-10 16:11:00,"[146098.0, 146128.0, 146149.0, 146168.0]","[19.0, 30.0, 21.0, 19.0]","[19.0, 30.0, 21.0, 19.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.881578947368421, 3.823333333331781, 3.385714285713177, 3.25789473684333]","[2025.0, 5280.0, 3660.0, 2430.0]","[135.0, 352.0, 244.0, 162.0]","[1.2666666666666666, 2.0, 1.4, 1.2666666666666666]",3.385714285713177,3.823333333331781,3.823333333331781,3.823333333331781,15S
checkoutservice,paymentservice,2025-03-10 16:12:00,"[146203.0, 146230.0, 146248.0, 146257.0]","[35.0, 27.0, 18.0, 9.0]","[35.0, 27.0, 18.0, 9.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.419999999998669, 3.56296296296555, 4.394444444443151, 4.055555555555555]","[5280.0, 3930.0, 3660.0, 1350.0]","[352.0, 262.0, 244.0, 90.0]","[2.333333333333333, 1.8, 1.2, 0.6]",3.56296296296555,4.394444444443151,4.394444444443151,4.394444444443151,15S
checkoutservice,paymentservice,2025-03-10 16:13:00,"[146264.0, 146270.0, 146279.0, 146290.0]","[7.0, 6.0, 9.0, 11.0]","[7.0, 6.0, 9.0, 11.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.7571428571495096, 4.558333333329453, 4.277777777777778, 2.3090909090930256]","[810.0, 945.0, 2040.0, 1080.0]","[54.0, 63.0, 136.0, 72.0]","[0.4666666666666667, 0.4, 0.6, 0.7333333333333333]",2.7571428571495096,4.558333333329453,4.558333333329453,4.558333333329453,15S
checkoutservice,paymentservice,2025-03-10 16:14:00,"[146299.0, 146318.0, 146333.0, 146351.0]","[9.0, 19.0, 15.0, 18.0]","[9.0, 19.0, 15.0, 18.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.172222222214462, 2.9394736842093008, 3.1800000000046564, 3.322222222218341]","[1485.0, 2985.0, 1890.0, 2160.0]","[99.0, 199.0, 126.0, 144.0]","[0.6, 1.2666666666666666, 1.0, 1.2]",3.1800000000046564,4.172222222214462,4.172222222214462,4.172222222214462,15S
checkoutservice,paymentservice,2025-03-10 16:15:00,"[146369.0, 146388.0, 146407.0, 146432.0]","[18.0, 19.0, 19.0, 25.0]","[18.0, 19.0, 19.0, 25.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.338888888894063, 4.207894736839655, 2.831578947370872, 6.431999999997206]","[3660.0, 3255.0, 2160.0, 4335.0]","[244.0, 217.0, 144.0, 289.0]","[1.2, 1.2666666666666666, 1.2666666666666666, 1.6666666666666667]",4.338888888894063,6.431999999997206,6.431999999997206,6.431999999997206,15S
checkoutservice,paymentservice,2025-03-10 16:16:00,"[146453.0, 146469.0, 146487.0, 146511.0]","[21.0, 16.0, 18.0, 24.0]","[21.0, 16.0, 18.0, 24.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.911904761905871, 3.5500000000029104, 3.047222222220929, 4.345833333330423]","[3105.0, 2850.0, 2295.0, 4200.0]","[207.0, 190.0, 153.0, 280.0]","[1.4, 1.0666666666666669, 1.2, 1.6]",3.911904761905871,4.345833333330423,4.345833333330423,4.345833333330423,15S
checkoutservice,paymentservice,2025-03-10 16:17:00,"[146541.0, 146565.0, 146590.0, 146593.0]","[30.0, 24.0, 25.0, 3.0]","[30.0, 24.0, 25.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.636666666669771, 4.608333333332364, 3.731999999997206, 10.150000000023285]","[3660.0, 3375.0, 4200.0, 1215.0]","[244.0, 225.0, 280.0, 81.0]","[2.0, 1.6, 1.6666666666666667, 0.2]",3.731999999997206,4.608333333332364,4.608333333332364,10.150000000023285,15S
checkoutservice,paymentservice,2025-03-10 16:18:00,[146594.0],[1.0],[1.0],[0.0],[1.0],[0.0],[3.049999999930151],[135.0],[9.0],[0.0666666666666666],3.049999999930151,3.049999999930151,3.049999999930151,3.049999999930151,15S
checkoutservice,productcatalogservice,2025-03-10 16:09:00,"[362266.0, 362291.0, 362320.0]","[14.0, 25.0, 29.0]","[14.0, 25.0, 29.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[1.1214285714210876, 1.2100000000023283, 1.2913793103432218]","[1575.0, 3335.0, 3785.0]","[105.0, 222.33333333333331, 252.33333333333331]","[0.9333333333333332, 1.6666666666666667, 1.9333333333333331]",1.2100000000023283,1.2913793103432218,1.2913793103432218,1.2913793103432218,15S
checkoutservice,productcatalogservice,2025-03-10 16:10:00,"[362350.0, 362392.0, 362422.0, 362466.0]","[30.0, 42.0, 30.0, 44.0]","[30.0, 42.0, 30.0, 44.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.4166666666666667, 2.248809523808415, 1.8516666666682189, 4.193181818181818]","[3870.0, 4930.0, 4070.0, 5330.0]","[258.0, 328.6666666666667, 271.3333333333333, 355.3333333333333]","[2.0, 2.8, 2.0, 2.933333333333333]",2.248809523808415,4.193181818181818,4.193181818181818,4.193181818181818,15S
checkoutservice,productcatalogservice,2025-03-10 16:11:00,"[362511.0, 362565.0, 362597.0, 362635.0]","[45.0, 54.0, 32.0, 38.0]","[45.0, 54.0, 32.0, 38.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.478888888889924, 3.3787037037028416, 5.051562500004366, 3.6671052631588137]","[5350.0, 6805.0, 4500.0, 4750.0]","[356.6666666666667, 453.6666666666667, 300.0, 316.6666666666667]","[3.0, 3.6, 2.1333333333333333, 2.533333333333333]",3.3787037037028416,5.051562500004366,5.051562500004366,5.051562500004366,15S
checkoutservice,productcatalogservice,2025-03-10 16:12:00,"[362703.0, 362754.0, 362804.0, 362813.0]","[68.0, 51.0, 50.0, 9.0]","[68.0, 51.0, 50.0, 9.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.107352941174588, 3.919607843138853, 2.829999999998836, 18.005555555554263]","[8630.0, 6085.0, 5225.0, 2390.0]","[575.3333333333334, 405.6666666666667, 348.3333333333333, 159.33333333333334]","[4.533333333333333, 3.4, 3.333333333333333, 0.6]",3.107352941174588,3.919607843138853,6.032500000001245,18.005555555554263,15S
checkoutservice,productcatalogservice,2025-03-10 16:13:00,"[362821.0, 362828.0, 362838.0, 362852.0]","[8.0, 7.0, 10.0, 14.0]","[8.0, 7.0, 10.0, 14.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.1750000000029104, 1.0499999999966738, 1.249999999994179, 1.185714285720938]","[850.0, 735.0, 1060.0, 1970.0]","[56.66666666666666, 49.0, 70.66666666666667, 131.33333333333334]","[0.5333333333333333, 0.4666666666666667, 0.6666666666666666, 0.9333333333333332]",1.185714285720938,1.249999999994179,1.249999999994179,1.249999999994179,15S
checkoutservice,productcatalogservice,2025-03-10 16:14:00,"[362864.0, 362893.0, 362914.0, 362948.0]","[12.0, 29.0, 21.0, 34.0]","[12.0, 29.0, 21.0, 34.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.4749999999912689, 1.1862068965545345, 1.1428571428571428, 2.649999999999315]","[1480.0, 3660.0, 2130.0, 4215.0]","[98.66666666666669, 244.0, 142.0, 281.0]","[0.8, 1.9333333333333331, 1.4, 2.2666666666666666]",1.1862068965545345,2.649999999999315,2.649999999999315,2.649999999999315,15S
checkoutservice,productcatalogservice,2025-03-10 16:15:00,"[362976.0, 363010.0, 363040.0, 363083.0]","[28.0, 34.0, 30.0, 43.0]","[28.0, 34.0, 30.0, 43.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.412500000001663, 1.961764705884408, 3.064999999996508, 2.338372093022985]","[3985.0, 4300.0, 3910.0, 5245.0]","[265.6666666666667, 286.6666666666667, 260.6666666666667, 349.6666666666667]","[1.8666666666666667, 2.2666666666666666, 2.0, 2.8666666666666667]",2.338372093022985,3.064999999996508,3.064999999996508,3.064999999996508,15S
